node,degree,clustering,betweeness,centrality,triangles,eccentricity,closeness,page_rank,eigen_centrality,square_clustering,clique,degree_average_voisin,katz
Bolemvn,2,0.0,0.00013811491870556754,0.010256410256410256,0,7,0.3,0.001890204960576505,0.010702385295662227,0.007518796992481203,2,13.5,
Deen Burbigo,6,0.3333333333333333,0.0038814003180213923,0.03076923076923077,5,6,0.3239202657807309,0.004655772934570057,0.018586745768213613,0.030448717948717948,4,9.5,
Kalash Lafro,3,0.0,0.0021350846278602766,0.015384615384615385,0,7,0.3042121684867395,0.002843616040463689,0.021124726396593387,0.014814814814814815,3,14.666666666666666,
Tiakola,6,0.4,0.0019851449198304296,0.03076923076923077,6,7,0.3310696095076401,0.004094440995029822,0.04698297892220805,0.02506426735218509,4,14.833333333333334,
Fabe,1,0.0,0.0,0.005128205128205128,0,8,0.2318668252080856,0.0015379795139285868,0.0011212608299399163,0.0,1,6.0,
Zino,1,0.0,0.0,0.005128205128205128,0,8,0.22753792298716452,0.001779867518192068,0.001099765323747125,0.0,1,3.0,
Demi Portion,11,0.10909090909090909,0.04092988272652739,0.05641025641025641,6,6,0.362453531598513,0.008688717501251978,0.05117909093176117,0.013631200302915562,9,10.272727272727273,
Gambi,1,0.0,0.0,0.005128205128205128,0,6,0.2897473997028232,0.0012822754961537622,0.011107348482974514,0.0,1,17.0,
Mc Solaar,1,0.0,0.0,0.005128205128205128,0,7,0.2867647058823529,0.0013138346930028286,0.009345030414888732,0.0,1,15.0,
Bosh,3,0.3333333333333333,0.0006967546027655146,0.015384615384615385,1,7,0.32663316582914576,0.002408814331946379,0.026178042548568512,0.009259259259259259,2,18.333333333333332,
3010,7,0.14285714285714285,0.006597038409972919,0.035897435897435895,3,6,0.34946236559139787,0.004867612990112773,0.03191352942270351,0.010348583877995643,6,11.714285714285714,
Plk,5,0.1,0.006196155934254743,0.02564102564102564,1,7,0.33678756476683935,0.003926032090358189,0.03419988315568546,0.016100178890876567,4,14.6,
Fababy,7,0.2857142857142857,0.003532971810698664,0.035897435897435895,6,7,0.35071942446043164,0.0047010154105241436,0.05564552720907353,0.014032743067156699,6,16.142857142857142,
Pit Baccardi,6,0.06666666666666667,0.00648780967160838,0.03076923076923077,1,6,0.3150242326332795,0.004724913790037224,0.02444327321510484,0.04883720930232558,5,8.5,
Gradur,23,0.2450592885375494,0.035251553778350396,0.11794871794871795,62,6,0.41755888650963596,0.013157597823695107,0.21991534166246746,0.018830959969589754,38,15.956521739130435,
Freeze Corleone,9,0.08333333333333333,0.05176000056019634,0.046153846153846156,3,6,0.3463587921847247,0.007308596349173812,0.03815467331287256,0.014461315979754157,7,8.333333333333334,
Demon One,6,0.4,0.0013571400642008104,0.03076923076923077,6,6,0.3339041095890411,0.003960116746246049,0.04796273785345368,0.027891156462585033,4,15.0,
Kaza,4,0.0,0.008058416363741267,0.020512820512820513,0,7,0.30952380952380953,0.003462385646580113,0.016694844692396158,0.003787878787878788,4,8.25,
Captaine Roshi,8,0.03571428571428571,0.03003374253744155,0.041025641025641026,1,6,0.3488372093023256,0.006984260244731482,0.035131083722291775,0.011221945137157107,7,10.25,
Meryl,2,0.0,0.010256410256410256,0.010256410256410256,0,7,0.2758132956152758,0.0031854674064664594,0.004305345301744159,0.0,2,7.0,
Admiral T,3,0.0,0.007585808464723921,0.015384615384615385,0,7,0.3090332805071315,0.002772709022431345,0.016030607480376196,0.004608294930875576,3,12.0,
Lacrim,21,0.22857142857142856,0.035758134960657634,0.1076923076923077,48,6,0.40540540540540543,0.012273502904403471,0.1884757659998301,0.020728939140862563,27,14.619047619047619,
Ninho,22,0.17316017316017315,0.048730028844073854,0.11282051282051282,40,5,0.42951541850220265,0.013321977175119926,0.18423946444443148,0.018955561134823,22,14.318181818181818,
La Fouine,24,0.11231884057971014,0.05760282238024671,0.12307692307692308,31,6,0.40794979079497906,0.015345698467781334,0.14484949199043143,0.015217391304347827,26,11.0,
Doomams,1,0.0,0.0,0.005128205128205128,0,7,0.28550512445095166,0.0012996000431074973,0.009762927057838162,0.0,1,16.0,
